"address","count","paperID"
"Punjab Agr Univ, Dept Agron, Ludhiana 141004, Punjab, India","1","A1692"
NA,NA,"C0283"
NA,"2","A3226"
NA,NA,"B0018"
NA,"1","A2474"
"ISRO, IIRS, Dehra Dun, Uttar Pradesh, India","2","A2665"
"Indian Inst Technol, Roorkee, Uttar Pradesh, India","1","A2665"
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Med Res, Lucknow, Uttar Pradesh, India","1","A1692"
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Microbiol, Lucknow 226003, Uttar Pradesh, India","1","A1692"
"Era Univ, Eras Lucknow Med Coll & Hosp, Dept Pathol, Lucknow, Uttar Pradesh, India","1","A1692"
"Sri Padmavathi Mahila Visvavidyalayam, Dept Appl Microbiol, Tirupati, AP, India","3","A1692"
"Sri Krishnadevaraya Univ, Dept Microbiol, Anantapur, AP, India","1","A1692"
"Sri Venkateswara Univ, Dept Virol, Appl Microbiol Lab, Tirupati, AP, India","1","A1692"
NA,NA,"B0022"
"Sambalpur Univ, PG Dept Environm Sci, Sambalpur 768019, India","3","A0823"
"Int Ctr Integrated Mt Dev, GPO Box 3226, Kathmandu, Nepal","3","A0490"
"Res Ctr Appl Sci & Technol RECAST, Kathmandu, Nepal","2","A0490"
"GBPNIHESD, Sikkim, India","2","A0490"
"Dept Forest & Pk Serv, Nat Conservat Div, Thimphu, Bhutan","2","A0490"
"Govt Sikkim, Chief Ministers Off, Gangtok, Sikkim, India","1","A0490"
"Panjab Univ, Dept Anthropol, Chandigarh 160014, India","2","A2665"
"Guru Nanak Dev Univ, Dept Human Genet, Amritsar 143005, Punjab, India","4","A2665"
NA,"1","A3228"
NA,NA,"C0005"
"Univ Florence, Dipartimento Sci & Tecnol Agr Alimentari Ambienta, Viale Idee 30, I-50019 Sesto Fiorentino, Italy","1","A1692"
"Univ Milano Bicocca, Dept Biotechnol & Biosci, Piazza Sci 2, I-20126 Milan, Italy","1","A1692"
"Univ Montreal, Inst Rech Biol Vegetale, Montreal, PQ, Canada","2","A1692"
"Tagore Govt Arts & Sci Coll, Dept Bot, Lawspet 605008, Puducherry, India","2","A1032"
"Novel Res Acad, 194 Thiruvalluvar Salai, Kuyavarpalayam 605013, Puducherry, India","1","A1032"
"James Cook Univ, Ctr Trop Environm & Sustainabil Sci TESS, Cairns, Qld 4878, Australia","1","A1032"
"James Cook Univ, Coll Sci & Engn, Cairns, Qld 4878, Australia","1","A1032"
"French Inst Pondicherry, Ecol Dept, Pondicherry 605001, India","1","A1032"
"Chinese Acad Sci, Gardening & Hort Dept, Xishuangbanna Trop Bot Garden, Mengla 666303, Yunnan, Peoples R China","1","A1032"
"NE Hill Univ, Sch Life Sci, Ctr Adv Studies Bot, Shillong 793022, Meghalaya, India","2","A2665"
"NE Hill Univ, Sch Technol, Dept Basic Sci & Social Sci, Shillong 793022, Meghalaya, India","1","A2665"
"St Baba Bhag Singh Univ, Dept Zool, Jalandhar 144030, Punjab, India","1","A2665"
"Panjab Univ, Dept Zool, Chandigarh 160014, Chandigarh, India","1","A2665"
"Rajendra Agr Univ, Dept Forestry, Samastipur 848125, Bihar, India","2","A2720"
NA,NA,"C0015"
NA,NA,"B0005"
"Indian Inst Technol Kharagpur, Dept Civil Engn, Kharagpur 721302, W Bengal, India","2","A2665"
"Curtin Univ, Sustainable Engn Grp, Perth, WA 6102, Australia","2","A2665"
"ATREE, Suri Sehgal Ctr Biodivers & Conservat, Bangalore 560064, Karnataka, India","4","A0490"
"Univ Agr Sci Bangalore, GKVK, Dept Environm & Forest, Bangalore 560065, Karnataka, India","1","A0490"
"Univ Agr Sci Bangalore, GKVK, Dept Crop Physiol, Bangalore 560065, Karnataka, India","1","A0490"
"Univ Agr Sci Bangalore, GKVK, Sch Ecol & Conservat, Bangalore 560065, Karnataka, India","2","A0490"
"CIFOR, JKPWB, Jakarta 10065, Indonesia","1","A0490"
"Indraprastha Inst Informat Technol, New Delhi 110020, India","1","A0305"
"Bidhan Chandra Krishi Viswavidyalaya, Mohanpur 741252, West Bengal, India","8","A1341"
"ICAR Indian Agr Res Inst, New Delhi 110012, India","2","A1341"
"Global Evergreening Alliance, 1 Vis Dr,East Burwood, Melbourne, Vic 3151, Australia","1","A1341"
"Ramakrishna Mission Vivekananda Educ & Res Inst, Sch Agr & Rural Dev, Kolkata 700103, India","1","A1341"
"ICAR Indian Agr Stat Res Inst, New Delhi 110012, India","1","A1341"
"Govt West Bengal, Directorate Agr, Kolkata 1, West Bengal, India","1","A1341"
"Inst Study & Dev Worldwide, 8-45 Henley Rd,Homebush West, Sydney, NSW 2140, Australia","1","A1341"
"Doon Univ, Sch Environm & Nat Resources, Dehra Dun 248012, Uttarakhand, India","5","A0499"
NA,NA,"B0003"
"Govt Haryana, Forest Dept, Panchkula 134109, India","2","A1692"
"Cent Soil Salin Res Inst, Karnal 132001, India","5","A1692"
"CCS Haryana Agr Univ, Hisar 125004, Haryana, India","1","A1692"
NA,"1","A3094"
NA,NA,"C0345"
NA,NA,"A3331"
NA,NA,"B0026"
NA,"4","A2872"
"Indian Inst Sci, Ctr Ecol Sci, Energy & Wetland Res Grp, Bangalore 560012, Karnataka, India","3","A1953"
"GB Pant Natl Inst Himalayan Environm, Ctr Environm Assessment & Climate Change, Kosi Katarmal 263643, Almora, India","1","A1692"
"Himalayan Forest Res Inst, Conifer Campus, Panthaghati 171013, Shimla, India","1","A1692"
"Graph Era Deemed Univ, Dept Biotechnol, Bell Rd, Dehra Dun 248002, Uttarakhand, India","1","A1692"
NA,"2","A2920"
"Univ Sci & Technol, Baridua 9th Mile, Meghalaya, India","3","A2665"
"Rain Forest Res Inst, Jorhat, Assam, India","1","A2665"
"Indian Inst Technol Hyderabad, Dept Civil Engn, Hyderabad, Telangana, India","2","A1722"
"Dr Panjabrao Deshmukh Krishi Vidyapeeth, Dept Plant Pathol, Akola, Maharashtra, India","2","A1722"
"Univ Calif Riverside, Dept Environm Sci, Riverside, CA 92521 USA","1","A1722"
"Indian Inst Technol, Ctr Studies Resource Engn, Powai, India","1","A1722"
"Assam Agr Univ, Krishi Vigyan Kendra, Diphu 782462, Assam, India","2","A0490"
"Assam Agr Univ, Reg Agr Res Stn, Karbi Anglong 782462, Assam, India","1","A0490"
"Assam Agr Univ, Directorate Extens Educ, Jorhat 785013, Assam, India","2","A0490"
"Govt Assam, Anim Husb & Vet Dept, Kamrup 781037 M, Assam, India","1","A0490"
"Assam Agr Univ, Coll Vet Sci, Dept Anim Biotechnol, Khanapara 781022, Assam, India","1","A0490"
NA,NA,"C0029"
"ELA Fdn, C-9 Bhosale Pk, Pune 411009, Maharashtra, India","4","A1692"
"Savitribai Phule Univ, Dept Environm Sci, Pune, Maharashtra, India","1","A1692"
"Ben Gurion Univ Negev, Eilat Campus,POB 272, IL-88000 Elat, Israel","1","A1692"
NA,"1","A3249"
"ICAR Indian Agr Res Inst, Div Fruits & Hort Technol, New Delhi 110012, India","5","A1722"
"ICAR Natl Rea Ctr Seed Spices, Ajmer, India","1","A1722"
"Insian Council Agr Res, New Delhi, India","1","A1722"
"ICAR Natl Inst Plant Biotechnol, New Delhi 110012, India","1","A1722"
"Karnatak Univ, Dept Zool, Environm Toxicol & Mol Biol Lab, Dharwad 580003, Karnataka, India","2","A2665"
"Cent Univ Kerala, Dept Environm Sci, Kasaragod 671316, Kerala, India","1","A2665"
NA,NA,"C0051"
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India","2","A2610"
NA,"3","A3109"
"Dolphin PG Inst Biomed & Nat Sci, Dept Forestry, Manduwala Dehradun 248007, Uttarakhand, India","1","A1722"
"HNB Garhwal Univ Srinagar Garhwal, Dept Forestry & Nat Resources, Uttarkhand 246174, India","3","A1722"
"TERI, New Delhi 110003, India","1","A1722"
"Bot Discipline FRI Dehradun, Plant Physiol Div, Dehra Dun 248006, India","1","A1722"
NA,"2","A3024"
"Inst Natl Informat Geog & Forestiere, Lab Inventaire Forestier, F-54000 Nancy, France","1","A0490"
"Inst Francais Pondichery, UMIFRE CNRS MAEE 21, Pondicherry 605001, India","5","A0490"
"FPInnovations, Montrea, PQ H9R 3J9, Canada","1","A0490"
"Natl Remote Sensing Ctr, Hyderabad 500037, Andhra Pradesh, India","3","A0490"
"IRD, UMR AMAP, F-34000 Montpellier, France","2","A0490"
"Sher E Kashmir Univ Agr Sci & Technol, Fac Forestry, Benhama Ganderbal, Kashmir, India","6","A0634"
"Univ Calcutta, Dept Bot, Ctr Adv Studies, Kolkata 700019, W Bengal, India","2","A2364"
"CIRAD, UPR AGIRs, F-34398 Montpellier 05, France","3","A1722"
"AgroParisTech, F-75321 Paris 05, France","6","A1722"
"INRA, Genet & Diversite Anim UMR1236, F-78352 Jouy En Josas, France","6","A1722"
"NIAH, Tu Liem, Ha Noi, Vietnam","4","A1722"
"Deakin Univ, Inst Phys Act & Nutr, Fac Hlth, Melbourne, Vic, Australia","2","A2450"
"Khulna Univ, Stat Discipline, Khulna, Bangladesh","2","A2450"
"Khulna Univ, Elect & Commun Engn Discipline, Khulna, Bangladesh","1","A2450"
"Thomas Jefferson Univ, Dept Hosp Med, Philadelphia, PA USA","1","A2450"
"Bangabandhu Sheikh Mujibur Rahman Sci & Technol Un, Dept Comp Sci & Engn, Gopalganj, Bangladesh","1","A2450"
"Cent Queensland Univ, Sch Hlth Med & Appl Sci, Sydney, NSW, Australia","1","A2450"
"Deakin Univ, Inst Intelligent Syst Res & Innovat, Geelong, Vic, Australia","1","A2450"
"Deakin Univ, Sch Informat Technol, Geelong, Vic, Australia","1","A2450"
"Univ Sydney, Fac Med & Hlth, Westmead Appl Res Ctr, Sydney, NSW, Australia","2","A2450"
"ICAR Indian Grassland & Fodder Res Inst, Jhansi, Uttar Pradesh, India","7","A2665"
"ICAR Natl Bur Agr Important Microorganisms, Kushmaur, India","1","A2665"
NA,"3","A2825"
"Nanjing Univ, Sch Med, Affiliated Drum Tower Hosp, Dept Gastroenterol, Nanjing 210008, Peoples R China","6","A2045"
NA,NA,"A3243"
NA,"1","A3072"
NA,NA,"B0014"
"IIASA, Laxenburg, Austria","1","A2665"
"CEEW, New Delhi, India","1","A2665"
"BIT, Dept Remote Sensing, Ranchi 835215, Jharkhand, India","1","A1692"
"Univ Southampton, Global Environm Change & Earth Observat Res Grp, Southampton SO17 1BJ, Hants, England","2","A1692"
"Univ Nat Resources & Life Sci BOKU, Inst Surveying Remote Sensing & Land Informat, Vienna, Austria","1","A1692"
NA,NA,"C0033"
NA,"3","A3210"
"Indian Inst Technol, Ctr Oceans Rivers Atmosphere & Land Sci, Kharagpur 721302, W Bengal, India","5","A2318"
"Amrita Vishwa Vidyapeetham, Ctr Computat Engn & Networking, Coimbatore, Tamil Nadu, India","3","A1205"
"Natl Ctr Biol Sci, Wildlife Conservat Soc India Program, Post Grad Programme Wildlife Biol & Conservat, Bengaluru, India","1","A1701"
"GB Pant Univ Agr & Technol, Coll Basic Sci & Humanities, Dept Environm Sci, Pantnagar 263145, Uttarakhand, India","1","A1692"
"HNB Garhwal Univ, Dept Bot, Srinagar 246174, Uttarakhand, India","1","A1692"
"Int Ctr Integrated Mt Dev, Kathmandu, Nepal","1","A1692"
"Laurentian Univ, Sudbury, ON, Canada","2","A0301"
"Amer Museum Nat Hist, Dept Entomol, New York, NY 10024 USA","1","A1692"
"Seoul Natl Univ, Sch Agr Biotechnol, Dept Entomol, Seoul 151742, South Korea","1","A1692"
"Agr & Agri Food Canada, Environm Hlth, Cent Expt Farm, Ottawa, ON K1A 0C6, Canada","1","A1692"
"Kyushu Univ, Dept Biol, Grad Sch Sci, Higashi Ku, Fukuoka 8128581, Japan","3","A1032"
"Fukuoka Womens Univ, Dept Environm Sci, Higasi Ku, Fukuoka 8138529, Japan","4","A1032"
"Royal Forest Dept, Forest Res Off, Silvicultural Res Div, DNA & Isoenzyme Lab,Biotechnol Sect, Bangkok 10900, Thailand","1","A1032"
"Univ Putra Malaysia, Fac Forestry, Serdang 43400, Selangor, Malaysia","1","A1032"
"Univ Kebangsaan Malaysia, Inst Environm & Dev, Bangi 43600, Malaysia","1","A1032"
"French Inst Pondichery, Pondicherry 605001, India","1","A1032"
"King Saud Univ, Dept Bot & Microbiol, Coll Sci, Riyadh 11451, Saudi Arabia","3","A1692"
"Korea Res Inst Biosci & Biotechnol, Int Biol Mat Res Ctr, Taejon 305806, South Korea","3","A1692"
"King Saud Univ, Addiriyah Chair Environm Studies, Coll Sci, Riyadh 11451, Saudi Arabia","1","A1692"
"Berkeley Seismol Lab, Berkeley, CA 94720 USA","2","A2450"
"Nanyang Technol Univ, Earth Observ Singapore, Singapore, Singapore","3","A2450"
"Nanyang Technol Univ, Asian Sch Environm, Singapore, Singapore","1","A2450"
"Geol Survey Bangladesh, Dhaka, Bangladesh","2","A2450"
"Dept Meteorol & Hydrol, Yangon, Myanmar","2","A2450"
"Myanmar Earthquake Comm, Yangon, Myanmar","1","A2450"
"Hinthada Univ, Dept Geol, Hinthada, Myanmar","1","A2450"
"Univ Calif Berkeley, UC Berkeley Earth & Planetary Sci Dept, Berkeley, CA 94720 USA","1","A2450"
"US Geol Survey, Earthquake Sci Ctr, Moffett Field, CA 94035 USA","1","A2450"
NA,"5","A3152"
"ICMR Natl Inst Virol, Sus Rd, Pune 410021, Maharashtra, India","5","A1101"
"Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Calle 43 130, Merida 97200, Yucatan, Mexico","2","A0490"
"USDA ARS, Natl Peanut Res Lab, 1011 Forrester Dr SE, Dawson, GA 39842 USA","1","A0490"
"CONACYT Inst Tecnol Conkal, Av Tecnol S-N, Conkal 97345, Yucatan, Mexico","1","A0490"
"USDA ARS, Plant Germplasm Intro & Testing Res Unit, 24106 N Bunn Rd, Prosser, WA 99350 USA","1","A0490"
"USDA ARS, Genom & Bioinformat Res Unit, 141 Expt Stn Rd, Stoneville, MS 38776 USA","1","A0490"
"Univ Kerala, Dept Environm Sci, Thiruvananthapuram 695581, Kerala, India","2","A2665"
"Ctr Environm & Dev, Thiruvananthapuram 695013, Kerala, India","1","A2665"
NA,"1","A2910"
NA,"1","A3196"
NA,NA,"C0117"
NA,NA,"C0228"
NA,NA,"C0284"
NA,NA,"C0259"
NA,NA,"C0014"
"Univ North Bengal, Dept Tea Sci, Darjeeling 734013, W Bengal, India","1","A1722"
"Off Chief Conservator Forest MIS & E Governance, Darjeeling, W Bengal, India","1","A1722"
"Darjeeling Govt Coll, PG Dept Bot, Darjeeling 734101, W Bengal, India","1","A1722"
"Rajiv Gandhi Univ, Dept Bot, Doimukh 791112, Arunachal Prade, India","1","A1722"
"Cent Res Inst Dryland Agr, Hyderabad, Andhra Pradesh, India","7","A2697"
"ISRO, Forestry & Ecol Dept, Indian Inst Remote Sensing, Dehra Dun 248001, Uttar Pradesh, India","2","A1642"
"Indira Gandhi Natl Tribal Univ, Dept Environm Sci, Amarkantak, MP, India","1","A2104"
"St Gahira Guru Vishwavidyalaya, Dept Farm Forestry, Ambikapur 497001, Chhattisgarh, India","1","A2665"
"Indira Gandhi Krishi Vishwavidyalaya, Dept Forestry, Raipur 492012, Chhattisgarh, India","1","A2665"
"Tech Univ Carolo Wilhelmina Braunschweig, Div Evolutionary Biol, Inst Zool, D-38106 Braunschweig, Germany","3","A1341"
"Univ Milan, Sez Zool & Citol, Dipartimento Biol, I-20133 Milan, Italy","1","A1341"
"Wageningen Univ, Anim Breeding & Genom Ctr, NL-6700 AH Wageningen, Netherlands","1","A1341"
"Univ Sci & Technol Lille, Univ Lille Nord France, Lab Genet & Evolut Populat Vegetales, F-59650 Villeneuve Dascq, France","1","A1341"
"CNRS, Unite Mixte Rech UMR 8198, F-59650 Villeneuve Dascq, France","1","A1341"
"Royal Belgian Inst Nat Sci, Vertebrate Dept, B-1000 Brussels, Belgium","1","A1341"
"CSIC, Museo Nacl Ciencias Nat, E-28006 Madrid, Spain","1","A1341"
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India","2","A2665"
"Chinese Acad Sci, Xishuangbanna Trop Bot Garden, Yunnan 666303, Peoples R China","1","A2665"
"Univ Georgia, Warnell Sch Forestry & Nat Resources, Athens, GA 30602 USA","3","A1722"
"Conservat Int, 2011 Crystal Dr,Suite 600, Arlington, VA 22202 USA","1","A1722"
"Trinity Univ, San Antonio, TX 78212 USA","1","A1722"
"Jagriti, Kulu 175101, Himachal Prades, India","1","A1722"
"Karolinska Inst, Dept Publ Hlth Sci, Global Hlth IHCAR, SE-17177 Stockholm, Sweden","4","A1722"
"RD Gardi Med Coll, Dept Environm Med, Indian Initiat Management Antibiot Resistance, Ujjain 456006, Madhya Pradesh, India","2","A1722"
"NG Acharya & DK Marathe Coll, Bombay 400071, Maharashtra, India","1","A1722"
"Nord Sch Publ Hlth, Gothenburg, Sweden","1","A1722"
NA,NA,"C0037"
"Tata Inst Fundamental Res, Wildlife Conservat Soc India Program, Natl Ctr Biol Sci, Postgrad Programme Wildlife Biol & Conservat, GKVK Campus, Bangalore 560065, Karnataka, India","2","A1722"
"Nat Conservat Fdn, Cranes & Wetlands Programme, 3076-5 4th Cross,Gokulam Pk, Mysore 570002, Karnataka, India","2","A1722"
"Ctr Wildlife Studies, 1669 31st Cross,16th Main,Banashankari 2nd Stage, Bangalore 560070, Karnataka, India","1","A1722"
"Int Crane Fdn, Program SarusScape, E 11736 Shady Lane Rd, Baraboo, WI 53913 USA","1","A1722"
NA,"3","A2929"
"Gurukul Kangri Univ, Haridwar 249401, India","2","A2665"
"HNB Garhwal Univ, Srinagar 246174, Uttarakhand, India","1","A2665"
NA,NA,"C0006"
NA,"1","A2934"
NA,"2","A2847"
"Kerala Univ Fisheries & Ocean Studies KUFOS, Sch Ocean Sci & Technol, Kochi, India","2","A1032"
"Kerala Univ Fisheries & Ocean Studies KUFOS, Dept Fisheries Resource Management, Kochi, India","1","A1032"
"Kerala Univ Fisheries & Ocean Studies KUFOS, Ctr Aquat Resource Management & Conservat CARMAC, Kochi, India","1","A1032"
"Nirmalagiri Coll, Dept Zool, Kannur, India","1","A1032"
"Indian Inst Sci Educ & Res IISER, Pune, Maharashtra, India","1","A1032"
"Zoo Outreach Org ZOO, Coimbatore, Tamil Nadu, India","1","A1032"
NA,NA,"C0086"
NA,"1","A2749"
NA,"3","A2850"
NA,"1","A3088"
"Indian Inst Hort Res, ICAR, Bengaluru 560089, India","4","A1722"
"Univ Agr Sci, Coll Forestry Sirsi, Dept Forest Biol & Tree Improvement, Dharwad 581401, Karnataka, India","1","A1722"
"Biodivers Int, 93-4 Dharhara Marg,Ward 11, Fulbari, Pokhara, Nepal","1","A1722"
"Univ Hort Sci, GKVK, Biovers Int, Bangalore 560065, Karnataka, India","1","A1722"
"Graph Era Hill Univ, Sch Agr Sci, Dehra Dun 248002, Uttarakhand, India","2","A0697"
"Politecn Milan, Dipartimento Informat Elettron & Bioingn, Milan, Italy","1","A1692"
"Univ Calif Berkeley, Ctr Built Environm, Berkeley, CA 94720 USA","1","A1692"
"CEPT Univ, Ctr Adv Res Bldg Sci & Energy, Ahmadabad 380009, Gujarat, India","1","A1692"
"Natl Ctr Biol Sci, Tata Inst Fundamental Res, Bangalore 560065, Karnataka, India","3","A1692"
"Nat Conservat Fdn, Mysore 570002, Karnataka, India","1","A1692"
"Univ Leeds, Sch Biol, Leeds LS2 9JT, W Yorkshire, England","1","A1692"
"ICAR Indian Inst Soil Sci, Bhopal 462038, India","4","A1341"
"ICAR Natl Agr Sci Fund, New Delhi 110012, India","1","A1341"
"ICAR Cent Sheep & Wool Res Inst, Avikanagar 304501, India","2","A1341"
"ICAR Indian Inst Soil & Water Conservat, Reg Stn Ctr, Kota 324002, India","1","A1341"
"Agr Univ, Kota Agr Res Stn, Kota 324001, India","1","A1341"
"ICAR Cent Agroforestty Res Inst, Jhansi 284003, Uttar Pradesh, India","1","A1341"
"ICAR Natl Res Ctr Camel, Bikaner 334001, Rajasthan, India","1","A1341"
"BGI Shenzhen, Shenzhen 518083, Peoples R China","1","A2665"
"Annamalai Univ, Fac Marine Sci, Ctr Adv Study Marine Biol, Parangipettai 608502, Tamil Nadu, India","2","A2665"
"Natl Inst Epidemiol, Dept Epidemiol, Madras, Tamil Nadu, India","3","A1722"
"Jawaharlal Inst Postgrad Med Educ & Res, Sch Publ Hlth, Pondicherry, India","3","A1722"
"Campbell Collaborat, New Delhi, India","1","A1722"
"Indian Council Med Res, Div Epidemiol & Communicable Dis, New Delhi, India","1","A1722"
"Space Applicat Ctr ISRO, Agr Forestry & Environm Grp, Ahmadabad 380015, Gujarat, India","3","A2665"
"Space Applicat Ctr ISRO, Remote Sensing Applicat Area RESA, Ahmadabad 380015, Gujarat, India","1","A2665"
"CAR Cent Soil Salin Res Inst, Reg Res Stn, Lucknow 226002, Uttar Pradesh, India","4","A1692"
"Agr Scientist Recruitment Board, New Delhi 112001, India","1","A1692"
"CSIR Natl Bot Res Inst, Lucknow 226001, Uttar Pradesh, India","1","A1692"
NA,NA,"C0058"
NA,"1","A2863"
NA,NA,"B0016"
"Punjab Agr Univ, Dept Soil Sci, Ludhiana 141004, Punjab, India","5","A2369"
"Univ Stellenbosch, Dept Conservat Ecol & Entomol, Ctr Invas Biol, ZA-7602 Matieland, South Africa","1","A2665"
"Banaras Hindu Univ, Dept Bot, Varanasi 221005, Uttar Pradesh, India","2","A2665"
"Deemed Univ, NERIST, Dept Forestry, Nirjuli 791109, Arunachal Prade, India","2","A2665"
"Dr Harisingh Gour Cent Univ, Dept Bot, Sagar 470003, Madhya Pradesh, India","1","A2665"
NA,NA,"B0023"
"Univ Coll Dublin, Sch Biol & Environm Sci, Dublin 4, Ireland","2","A1692"
"Univ Delhi, Dept Environm Studies, Systemat Lab, Delhi, India","3","A1692"
"Nat Hist Museum, Dept Life Sci, London SW7 5BD, England","2","A1692"
"WWF India, New Delhi 110003, India","1","A2665"
"Wildlife Inst India, Dehra Dun 248001, Uttar Pradesh, India","1","A2665"
"ISRO, Indian Inst Remote Sensing, 4 Kalidas Rd, Dehra Dun 248001, India","2","A2665"
"ISRO, Indian Inst Space Sci & Technol, Thiruvananthapuram, Kerala, India","1","A2665"
NA,NA,"C0132"
NA,"3","A3044"
NA,NA,"C0010"
"Bhabha Atom Res Ctr, Astrophys Sci Div, Nucl Res Lab, Srinagar, Jammu & Kashmir, India","4","A2665"
"52 Hamzah Colony Bemina, Srinagar, Jammu & Kashmir, India","1","A2665"
