address,Latitude,Longitude,count,paperID
"Bharathiar Univ, Coimbatore, Tamil Nadu, India",11.0390221,76.87642,1,A2665
"Univ Delhi, Ctr Environm Management Degraded Ecosyst, Sch Environm Studies, Delhi 110007, India",28.6785828,77.191584,3,A2614
"Chinese Acad Sci, Wuhan Bot Garden, Key Lab Aquat Bot & Watershed Ecol, Wuhan 430074, Peoples R China",30.5927599,114.30525,2,A2305
"Bidhan Chandra Krishi Viswavidyalaya, Dept Agr Meteorol & Phys, Mohanpur, India",22.9452453,88.5335715,2,A1726
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India",12.0182619,79.8568461,5,A0490
"ECOS, Pondicherry 605001, India",11.9297212,79.8268729,1,A0490
"SKP Engn Coll, Dept Chem, Thiruvannamalai 606611, India",12.2354833,79.1233073,1,A0490
"LEGTA Nimes Rodilhan, Domaine Donadille, F-30230 Rodilhan, France",43.8296591,4.4438088,1,A0490
"Univ Victoria, Dept Geog, Victoria, BC, Canada",48.4634067,-123.3116935,1,A0490
"Natl Inst Technol Raipur, Dept Civil Engn, Raipur, Madhya Pradesh, India",23.4298973,77.4149715,1,A1722
"Gayatri Vidya Parishad Coll Engn, Dept Elect & Commun Engn, Visakhapatnam, Andhra Pradesh, India",17.7775896,83.376192,1,A1722
"Univ Michoacana, CONACYT Inst Invest Recursos Nat, Morelia, Michoacan, Mexico",19.6883768,-101.2032763,1,A1722
"Vali E Asr Univ Rafsanjan, Dept Water Sci & Engn, Rafsanjan, Iran",30.4184192,55.971532,1,A1722
NA,,,1,A2971
"Univ Delhi, Dept Bot, Lab Cellular & Mol Cytogenet, Delhi 110007, India",28.543585,77.1911279,12,A3010
"Inst Himalayan Bioresource Technol, Palampur 176061, Himachal Prades, India",32.1108599,76.5362526,7,A3010
"Tea Res Assoc, Tocklai Expt Stn, Jorhat 785008, Assam, India",26.728878,94.2280827,2,A3010
"Indian Agr Res Inst, Div Genet, New Delhi 110012, India",28.6282145,77.1493904,1,A3010
"Energy & Resources Inst, New Delhi 110003, India",28.5916468,77.2317863,3,A3010
"VIT Univ, Sch Biosci & Technol, Vellore 632014, Tamil Nadu, India",12.9692232,79.1559336,1,A3010
"United Planters Assoc So India, Valparai 642127, Tamil Nadu, India",10.3269734,76.9553967,3,A3010
"Bose Inst, Kolkata 700001, India",22.5862302,88.3935549,2,A3010
"Savitribai Phule Pune Univ Formerly Univ Pune, Bioinformat Ctr, Pune 411007, Maharashtra, India",18.5551349,73.8225725,4,A1692
"Ctr Dev Adv Comp, HPC Med & Bioinformat Applicat Grp, Pune 411008, Maharashtra, India",18.5378802,73.8048243,1,A1692
"Savitribai Phule Pune Univ Formerly Univ Pune, Dept Stat, Pune 411007, Maharashtra, India",18.5551349,73.8225725,2,A1692
"Indian Inst Sci, Ctr Ecol Sci, Bengaluru, India",12.9715987,77.5945627,1,A2665
"Ashoka Trust Res Ecol & Environm, Bengaluru, India",13.0642925,77.6202162,2,A2665
"Natl Res Ctr Equines, Hisar 125001, Haryana, India",29.1410085,75.743076,8,A2006
NA,,,4,A3177
"Natl Res Ctr Agroforestry NRCAF, Jhansi 284003, Uttar Pradesh, India",25.4954651,78.5561085,11,A2145
NA,,,NA,C0074
NA,,,NA,C0063
"Shivaji Univ, Cytogenet & Plant Breeding Lab, Dept Bot, Kolhapur 416004, Maharashtra, India",16.6779832,74.2555867,4,A1692
"Yashvantarao Chavan Inst Sci, Dept Bot, Satara 415001, Maharashtra, India",17.6855395,74.0108602,1,A1692
"Krishna Mahavidyalaya, Post Grad Ctr Bot, Satara 415108, Maharashtra, India",17.1756718,74.2545359,2,A1692
"Cent Univ Kerala, Kasaragod 671316, Kerala, India",12.3921243,75.0926584,7,A0492
"Pondicherry Univ, Sch Life Sci, Dept Ecol & Environm Sci, EISML, Pondicherry 605014, India",12.0182619,79.8568461,2,A1468
"Jawaharlal Nehru Trop Bot Garden & Res Inst, Div Conservat Biol, Karimancode PO Palode, Thiruvananthapuram 695562, Kerala, India",8.734863,77.0288357,4,A0074
"Maharshi Dayanand Univ, Med Microbiol & Bioproc Technol Lab, Dept Microbiol, Rohtak, Haryana, India",28.8768269,76.621108,4,A0933
"North Eastern Hill Univ, Dept Environm Studies, Sch Human & Environm Sci, Shillong, Meghalaya, India",25.6131418,91.8981471,2,A1692
"North Eastern Hill Univ, Dept Basic Sci & Social Sci, Sch Technol, Shillong 793022, Meghalaya, India",25.6091604,91.8971103,2,A1692
"Guru Gobind Singh Indraprastha Univ, Univ Sch Environm Management, New Delhi, India",28.596883,77.022189,1,A1692
NA,,,3,A2965
"Natl Environm Engn Res Inst, Environm Genom Unit, Nagpur 440020, Maharashtra, India",21.123098,79.0673302,1,A2244
NA,,,1,A2933
"Atom Minerals Directorate Explorat & Res, Hyderabad 500016, Andhra Pradesh, India",15.9128998,79.7399875,3,A1687
"Islamiah Coll, Dept Biotechnol, Vaniyambadi 635752, Tamil Nadu, India",12.675503,78.6281705,1,A2665
"Islamiah Coll, Biotechnol, Vaniyambadi, Tamil Nadu, India",12.675503,78.6281705,2,A2665
"Dr Hari Singh Gour Vishwavidyalaya, Dept Bot, Forest Ecol & Ecogen Lab, Sagar 470003, Madhya Pradesh, India",23.8265828,78.7751302,4,A2665
"Univ Washington, Sch Environm & Forest Sci, Seattle, WA 98195 USA",47.6508882,-122.3084023,1,A2665
"Natl Univ Singapore, Dept Biol Sci, Singapore 117543, Singapore",1.2955575,103.780449,2,A1954
NA,,,1,A2839
NA,,,1,A2730
"Qatar Fdn, Genom Lab, Doha 24144, Qatar",25.2854473,51.5310398,7,A0490
"Qatar Fdn, Dept Med Genet, Doha 24144, Qatar",25.2854473,51.5310398,2,A0490
"Qatar Fdn, Weill Cornell Med Coll Qatar, Doha 24144, Qatar",25.2854473,51.5310398,3,A0490
"Helmholtz Zentrum Munchen, MIPS IBIS, D-85764 Neuherberg, Germany",48.2229659,11.5904385,5,A0490
"Univ Calif Riverside, USDA, ARS, Natl Clonal Germplasm Repository Citrus & Dates, Riverside, CA 92507 USA",33.9659918,-117.3723486,1,A0490
NA,,,NA,B0024
NA,,,NA,C0279
"Amity Univ, Amity Coll Commerce & Finance, Noida, India",28.5442072,77.3318903,1,A0475
"Univ Petr & Energy Studies, Sch Comp Sci & Engn, Dept Virtualizat, Dehra Dun 248007, Uttarakhand, India",30.3094452,77.9053182,2,A1032
"Cent Univ Tamil Nadu, Sch Math & Comp Sci, Dept Math, Thiruvarur 610101, Tamil Nadu, India",10.8192951,79.7063317,1,A1032
"Dept Landscape Level Planning & Management, Thiruvarur, Tamil Nadu, India",10.7661312,79.6343691,1,A1032
"Wildlife Inst India, Dept Anim Ecol & Conservat Biol, Post Box 18, Dehra Dun 248001, Uttarakhand, India",30.3345816,78.0537813,1,A1032
"GB Pant Engn Coll, Dept Comp Sci, Ghurdauri, Pauri, India",30.1820873,78.6940782,1,A1032
"Shiv Nader Univ, Sch Nat Sci, Dept Math, PO Shiv Nader Univ, Gautam Buddha Nagar 201314, Uttar Pradesh, India",28.5263782,77.5748376,1,A1032
"CRIJAF, Div Crop Prod, Kolkata 700120, India",22.7597693,88.4268522,1,A1722
"CSWCRTI, Div Agroforestry, Dehra Dun 248195, India",30.3517987,78.0095607,1,A1722
"Indian Inst Pulses Res, Kanpur 208024, Uttar Pradesh, India",26.4939619,80.2720064,1,A1722
"ICAR Res Complex NEH Reg, Umiam 793103, Meghalaya, India",25.6768054,91.9270246,5,A1722
"Tokyo Univ Agr & Technol, Inst Agr, 3-5-8 Saiwai Cho, Fuchu, Tokyo 1838509, Japan",35.7451187,139.6999923,3,A1722
"Global Environm Forum, Tokyo, Japan",35.6761919,139.6503106,1,A1722
"Tamil Nadu Agr Univ, Coimbatore, Tamil Nadu, India",11.0168445,76.9558321,2,A1722
"Univ Montpellier, Inst Agro Montpellier, UMR Eco&Sols, INRAE,CIRAD,IRD, Montpellier, France",43.6451206,3.8673324,1,A1722
"Univ Aberdeen, IMMPACT, Sch Med & Dent, Aberdeen AB25 2ZD, Scotland",57.16476,-2.1015257,3,A2665
"Univ Aberdeen, Sch Med, Sch Med & Dent, Aberdeen AB25 2ZD, Scotland",57.16476,-2.1015257,1,A2665
"Lala Lajpat Rai Univ Vet & Anim Sci, Coll Vet Sci, Dept Vet Parasitol, Hisar 125004, Haryana, India",29.1421057,75.726724,3,A1692
"CSK Himachal Pradesh Krishi Vishwavidyalaya, Dept Vet Publ Hlth & Epidemiol, DGCN Coll Vet & Anim Sci, Palampur 176062, HP, India",32.0931135,76.5546031,1,A1692
"CSK Himachal Pradesh Krishi Vishwavidyalaya, Dept Vet Pharmacol, DGCN Coll Vet & Anim Sci, Palampur 176062, HP, India",32.0931135,76.5546031,1,A1692
NA,,,1,A2906
"Banaras Hindu Univ, Dept Appl Agr, Rajiv Gandhi South Campus, Mirzapur 231001, India",25.0579088,82.5997545,2,A2665
"Banaras Hindu Univ, Dept Entomol & Agr Zool, Inst Agr Sci, Varanasi 221005, Uttar Pradesh, India",25.266519,82.9923467,1,A2665
NA,,,2,A3183
NA,,,NA,C0244
"Royal Bot Gardens Kew, Mol Systemat Sect, Jodrell Lab, Surrey, England",51.4820562,-0.288183,2,A1692
"Univ Oxford, Dept Plant Sci, Oxford, England",51.7575874,-1.250965,1,A1692
"Brown Univ, Div Biol & Med, Providence, RI 02912 USA",41.8286128,-71.4030999,1,A1692
"Gurukula Kangri Vishwavidyalaya, Dept Zool & Environm Sci, Haridwar 249404, India",29.9200441,78.1229689,1,A1722
"Kamla Nehru Inst Phys & Social Sci, Dept Zool, Sultanpur, Uttar Pradesh, India",26.2887819,82.0823164,1,A1722
"Uttaranchal Univ, Sch Appl & Life Sci, Dept Chem, Dehra Dun 248007, Uttarakhand, India",30.3094452,77.9053182,1,A1722
"Wildlife Inst India, Chandrabani Dehradun, Uttarakhand, India",30.2834983,77.9735518,1,A1722
"Mizoram Univ, Dept Forestry, Aizawl, Mizoram, India",23.7332381,92.6654329,2,A2665
"Tezpur Univ, Dept Energy, Tezpur 784028, Assam, India",26.6992778,92.8348947,2,A2665
NA,,,1,A2974
NA,,,NA,A3245
"Annamalai Univ, Ctr Adv Study Marine Biol, Fac Marine Sci, Parangipettai 608502, Tamil Nadu, India",11.4914533,79.7653509,3,A2665
"Inst Politecn Nacl, Ctr Interdisciplinario Ciencias Marinas, Av IPN SN, La Paz, Bcs, Mexico",24.1426408,-110.3127531,1,A2665
NA,,,NA,C0146
NA,,,1,A2875
NA,,,NA,C0204
"Univ Estadual Maringa, Dept Chem Engn, BR-87020900 Maringa, Parana, Brazil",-23.4054048,-51.9399185,3,A1692
"Univ Fed Sergipe, Dept Chem Engn, BR-49100000 Sao Cristovao, Sergipe, Brazil",-10.9121371,-37.0992905,2,A1692
"W Parana State Univ Toledo, Dept Chem Engn, BR-85903000 Toledo, Parana, Brazil",-24.7250241,-53.752961,2,A1692
"Univ Delhi, Sch Environm Studies, Ctr Environm Management Degraded Ecosyst, Delhi 110007, India",28.6785828,77.191584,1,A2665
"Kerala Forest Res Inst, Dept Forest Bot, Trichur 680653, India",30.3437685,77.9995589,1,A2665
NA,,,NA,C0145
"Ramakrishna Mission Vidyapith, Vivekananda Inst Trop Mycol VINSTROM, Chennai 600004, Tamil Nadu, India",13.039801,80.262752,1,A2665
"Ramakrishna Mission Vidyapith, Dept Bot, Chennai 600004, Tamil Nadu, India",13.0401696,80.2632691,4,A2665
NA,,,NA,C0057
NA,,,NA,C0218
"Pondicherry Univ, Dept Ecol & Environm Sci, Pondicherry 605014, India",12.0182619,79.8568461,2,A2674
NA,,,1,A3204
NA,,,NA,C0213
NA,,,1,A2777
NA,,,NA,B0017
NA,,,NA,C0199
"Cent Inst Fisheries Educ, Div Fish Genet & Biotechnol, Bombay 61, Maharashtra, India",19.1398709,72.8161414,6,A2665
"Kerala Univ Fisheries & Ocean Studies, Dept Fishery Biol, Kochi, Kerala, India",9.9105256,76.3173189,1,A2665
"Minist Environm Forest & Climate Change, Natl Ctr Sustainable Coastal Management, Chennai 600025, Tamil Nadu, India",13.013487,80.2332271,6,A2665
"Odisha Forestry Sect Dev Soc OFSDS, SFTRI Campus,Seminar Block, Bhubaneswar 751029, India",20.2960587,85.8245398,1,A2665
"Natl Remote Sensing Agcy, Dept Space Govt India, Atmospher Sci & Oceanog Grp, Atmospher Sci Sect, Hyderabad 500625, Andhra Pradesh, India",16.4795969,79.8923979,4,A1692
"Univ Tokyo, Atmosphere Ocean Res Inst, Kashiwa, Chiba, Japan",35.8675958,139.9757575,3,A1692
"Kyushu Univ, Appl Mech Res Inst, Fukuoka, Japan",33.5901838,130.4016888,1,A1692
"Inst Wood Sci & Technol, Bangalore 560003, Karnataka, India",13.0112668,77.5704048,2,A2175
"Natl Dairy Res Inst, ICAR, Karnal 132001, Haryana, India",29.7008333,76.9838889,9,A1722
"Indian Agr Res Inst, ICAR, New Delhi 110012, India",28.6259087,77.1610536,2,A1722
"Union Bank India, Delhi, India",28.7040592,77.1024902,1,A1722
"Int Maize & Wheat Improvement Ctr, New Delhi 110012, India",28.6282145,77.1493904,1,A1722
"CSIR, Cent Salt & Marine Chem Res Inst, Div Marine Biotechnol & Ecol, Gujarat 364002, India",22.6708317,71.5723953,4,A2665
"Acad Sci & Innovat Res AcSIR, CSIR, New Delhi, India",28.6184547,77.2120814,4,A2665
"Cent Inst Min & Fuel Res, Environm Management Div, Dhanbad 828108, Jharkhand, India",23.7173367,86.47438,7,A2631
"Birla Inst Technol, Dept Remote Sensing, Ranchi 835215, Bihar, India",25.9644427,85.2722472,3,A0698
NA,,,1,A3100
"Shoolini Univ Biotechnol & Management Sci, Sch Biol & Environm Sci, Solan 173229, India",30.8643599,77.1184188,2,A1341
"Adama Sci & Technol Univ, Dept Appl Biol, Adama 1888, Ethiopia",8.5688584,39.2944549,2,A1341
"Guru Nanak Dev Univ, Dept Zool, Amritsar 143005, India",31.637656,74.8258562,1,A1341
"Gifu Univ, River Basin Res Ctr, 1-1 Yanagido, Gifu 5011193, Japan",35.4651333,136.7372096,1,A1341
"Shoolini Univ Biotechnol & Management Sci, Sch Agr Sci, Solan 173229, India",30.8643599,77.1184188,1,A1341
"Polish Acad Sci, Inst Anim Reprod & Food Res, PL-10748 Olsztyn, Poland",53.7562675,20.4698753,1,A1341
"Addis Ababa Univ, Coll Nat & Computat Sci, Dept Stat, Addis Ababa 1000, Ethiopia",8.9806034,38.7577605,1,A1341
"TNAU, Forest Coll & Res Inst, Dept Forest Prod & Wildlife, Mettupalayam 641301, India",11.3027849,76.9383385,1,A1692
"Tamil Nadu Agr Univ, Controllerate Examinat, Coimbatore 641003, India",11.0121706,76.9354212,1,A1692
"Forest Coll & Res Inst, Dept Agroforestry, Mettupalayam 641301, India",11.3027849,76.9383385,1,A1692
"ICAR Cent Arid Zone Res Inst CAZRI, Reg Res Stn RRS, Pali Marwar 306401, Rajasthan, India",25.7984831,73.3022193,1,A2665
"Tamil Nadu Agr Univ TNAU, Forest Coll & Res Inst FC&RI, Mettupalayam 641301, Tamil Nadu, India",11.3237093,76.9362182,1,A2665
"ATREE, Bangalore 560064, Karnataka, India",13.0642925,77.6202162,2,A1692
"Univ Milano Bicocca, Dept Earth & Environm Sci, RULE, I-MADHURA N Milan, Italy",45.51851,9.2075123,3,A1692
"Azim Premji Univ, PES Inst Technol Campus, Sch Dev, Bangalore 560100, Karnataka, India",12.8452628,77.7768752,1,A1692
"Natl Bur Plant Genet Resources, ICAR, New Delhi, India",28.6139391,77.2090212,4,A2665
"Sher E Kashmir Univ Agr Sci & Technol Kashmir, Srinagar, J&K, India",34.1279625,74.8365172,2,A2665
NA,,,NA,C0171
"Mekelle Univ, Coll Nat & Computat Sci, Dept Biol, Mekelle 3033, Tigray, Ethiopia",13.4935504,39.465738,1,A1722
"Univ Arkansas, Dept Biol Sci, Fayetteville, AR USA",36.0686895,-94.1748471,1,A1722
"Navdanya, Dehra Dun, Uttarakhand, India",30.3321761,78.0489639,1,A1722
"Hemwati Nandan Bahuguna Garhwal Cent Univ, Dept Bot, Garhwal, Uttarakhand, India",30.2278191,78.8035453,1,A1722
NA,,,NA,A3345
"St Johns Coll, Sch Chem Sci, Dept Chem, Agra 282002, Uttar Pradesh, India",27.193875,78.002463,2,A2513
"ITC Life Sci & Technol Ctr, Peenya Ind Area Phase 1, Bangalore 560058, Karnataka, India",13.0416825,77.5237599,4,A1712
NA,,,NA,C0249
NA,,,NA,C0285
"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyala, Gwalior 474002, India",26.2231392,78.1908748,3,A1692
"ICAR Indian Inst Wheat & Barley Res, Karnal 132001, Haryana, India",29.7029016,76.9919059,2,A1692
"Int Ctr Agr Res Dry Areas ICARDA, Rabat 10000, Morocco",33.9715904,-6.8498129,1,A1692
"Gurukula Kangri Deemed Univ, Fac Management Studies, Haridwar, Uttarakhand, India",29.9200441,78.1229689,3,A0055
"Hebrew Univ Jerusalem Hadassah Hosp & Med Sch, Fac Med Dent, Dept Prosthodont, POB 12272, IL-91120 Jerusalem, Israel",31.768319,35.21371,4,A1692
"Hadassah Hebrew Univ Hosp, Dept Med, Jerusalem, Israel",31.7945578,35.2414009,1,A1692
"Hebrew Univ Jerusalem Hadassah Hosp & Med Sch, Fac Med Dent, Inst Dent Res, Jerusalem, Israel",31.7945578,35.2414009,1,A1692
"Dibrugarh Univ, Ctr Studies Biotechnol, Dibrugarh 786004, Assam, India",27.4494916,94.8978563,1,A1692
"Gauhati Univ, Dept Biotechnol, Gauhati 781014, Assam, India",26.1538664,91.6590261,1,A1692
"Inst Adv Study Sci & Technol, Div Life Sci, Biofertilizer Unit, Gauhati 781035, Assam, India",26.0431974,91.7052325,2,A1692
NA,,,12,A2780
"Univ Minnesota Twin Cities, Dept Forest Resources, Minneapolis, MN 55455 USA",44.97399,-93.2277285,1,A1502
"Banaras Hindu Univ, Dept Entomol & Agr Zool, Varanasi 221005, Uttar Pradesh, India",25.2774555,83.0019211,1,A2665
"ICAR Indian Agr Res Inst, Div Entomol, New Delhi 110012, India",28.6376724,77.1571443,3,A2665
NA,,,NA,C0256
"Univ Delhi, CEMDE, Dept Environm Studies, Delhi 110007, India",28.688279,77.214811,2,A0490
"Univ Peruana Cayetano Heredia, Fac Ciencias & Filosofia, LID, Lab Ecol Evolut, Lima, Peru",-12.0599629,-77.0816737,1,A0490
"Univ Los Andes, Inst Ciencias Ambientales & Ecol, Merida, Venezuela",8.5782779,-71.1577805,2,A0490
"Univ Montana, Div Biol Sci, Missoula, MT 59812 USA",46.8619309,-113.9845969,2,A0490
"Univ Hawaii Manoa, Dept Bot, Honolulu, HI 96822 USA",21.301605,-157.8151764,1,A0490
"SGSITS, Dept Mech Engn, Indore, Madhya Pradesh, India",22.7252285,75.871344,3,A0646
"Port & Airport Res Inst, Coastal & Estuarine Environm Res Grp, Yokosuka, Kanagawa, Japan",35.281498,139.6721655,1,A0490
"Hong Kong Univ Sci & Technol, Dept Ocean Sci, Kowloon, Hong Kong, Peoples R China",22.3185673,114.1796057,1,A0490
"Jadavpur Univ, Sch Oceanog Studies, Kolkata, W Bengal, India",22.4993818,88.3712752,1,A0490
"MIT, Dept Civil & Environm Engn, 77 Massachusetts Ave, Cambridge, MA 02139 USA",42.359143,-71.0935584,1,A0490
"Inst Global Environm Strategies, Integrated Sustainabil Ctr ISC, Hayama, Kanagawa, Japan",35.2589519,139.6118949,1,A0490
"ICAR IIHR, Cent Hort Expt Stn, Bhubaneswar, Odisha, India",20.2630022,85.8417388,1,A1348
"ICAR Cent Soil Salin Res Inst, Karnal 132001, India",29.7082322,76.9541406,4,A1722
"ICAR Indian Inst Soil & Water Conservat, Res Ctr, Anand 388306, Gujarat, India",22.4838621,73.0759446,4,A1722
"VCSGUUHF, Coll Forestry, Tehri 249199, India",30.0600033,78.9977448,1,A1722
"Dr Yashwant Singh Parmar Univ Hort & Forestry, Solan 173230, India",30.8652881,77.1697682,1,A1722
"ICAR Natl Inst Vet Epidem Iol & Dis Informat NIVE, Yelahanka, Bengaluru, India",13.1154662,77.6069977,5,A3010
"Coll Vet Sci, Dept Parasitol, Gauhati, Assam, India",26.1212925,91.8215716,1,A3010
"IIT, Dept Biosci & Bioengn, Gauhati, Assam, India",26.183903,91.6640242,1,A3010
"Kansas State Univ, Coll Vet Med, Dept Clin Sci, Manhattan, KS 66506 USA",39.1994612,-96.5837934,1,A3010
"ICAR Natl Inst High Secur Anim Dis NIHSAD, Bhopal, Madhya Pradesh, India",23.2558911,77.4925693,1,A3010
"King Saud Univ, Coll Sci, Dept Bot & Microbiol, POB 2455, Riyadh 11451, Saudi Arabia",24.7135517,46.6752957,5,A3010
"JSS Acad Higher Educ & Res JSS AHER, Sch Life Sci, Dept Biotechnol & Bioinfottnat, Mysuru 570015, Karnataka, India",12.3427723,76.6524678,1,A3010
"Amrita Vishwa Vidyapeetham, Dept Sci, Amrita Sch Arts & Sci, Mysuru Campus, Mysuru 570026, Karnataka, India",12.3021786,76.6046405,1,A3010
"Univ Delhi, Dept Environm Studies, Delhi 110007, India",28.688279,77.214811,1,A2665
"Univ Delhi, Ctr Interdisciplinary Studies Mt & Hill Environm, Delhi 110007, India",28.6785828,77.191584,2,A2665
"Indian Inst Remote Sensing, Forestry & Ecol Dept, 4 Kalidas Rd, Dehra Dun 248001, Uttar Pradesh, India",27.5705886,80.0981869,3,A1692
"Uttarakhand Space Applicat Ctr, Forestry & Climate Change Div, 93-2 Vasant Vihar, Dehra Dun 248006, Uttar Pradesh, India",30.3237858,77.9988863,1,A1692
"Wildlife Inst India, PB 18, Dehra Dun 248002, Uttar Pradesh, India",27.5705886,80.0981869,2,A1692
"Natl Inst Technol Hamirpur, Dept Architecture, Hamirpur 177005, HP, India",31.7096132,76.5199195,1,A1692
"Sch Planning & Architecture, Vijayawada 520008, AP, India",16.5060411,80.6570911,1,A1692
"Natl Inst Technol Hamirpur, Dept Civil Engn, Hamirpur 177005, HP, India",31.7096132,76.5199195,1,A1692
"ICAR Directorate Coldwater Fisheries Res, Naini Tal, India",29.3607268,79.5528173,2,A0490
"ICAR Cent Inst Freshwater Aquaculture, Bhubaneswar, India",20.1838505,85.8511827,2,A0490
"ACTREC, Kharghar, India",19.064555,73.0654071,1,A0490
"Kumaun Univ, Dept Biotechnol, Naini Tal, India",29.3911653,79.4459095,1,A0490
"St Anthonys Coll, Shillong, Meghalaya, India",25.5710063,91.8896847,2,A0490
"Concordia Univ, Ctr Struct & Funct Genom, Biol Dept, 7141 Sherbrooke West, Montreal, PQ H4B 1R6, Canada",45.4578426,-73.6415682,2,A0490
"Quebec Ctr Biodivers Sci, 1205 Dr Penfield Ave, Montreal, PQ H3A 1B1, Canada",45.5026777,-73.5809999,2,A0490
"Ashoka Trust Res Ecol & Environm, Suri Sehgal Ctr Biodivers & Conservat, Bangalore 560064, Karnataka, India",13.0716618,77.6484903,1,A0490
"French Inst Pondicherry, 11 St Louis St,POB 33, Pondicherry 605001, India",11.9369401,79.8356517,1,A0490
"Univ Agr Sci, Dept Crop Physiol, Bangalore, Karnataka, India",13.0799129,77.5791903,1,A0490
NA,,,1,A2914
"Univ Rajasthan, Dept Bot, Jaipur 302004, Rajasthan, India",26.9071788,75.8159053,1,A2665
"Univ Delhi, Dept Bot, Nat Resource Management Lab, North Campus, Delhi 110007, India",28.687193,77.210336,1,A2665
NA,,,1,A2601
NA,,,NA,C0222
NA,,,3,A2951
NA,,,1,A3172
"HNB Garhwal Univ, Dept Forestry & Nat Resources, Srinagar 249161, Uttarakhand, India",30.2278191,78.8035453,2,A2665
"Nanjing Univ Informat Sci & Technol, Sch Hydrol & Water Resources, Nanjing 210044, Peoples R China",32.0568391,118.7789602,1,A2665
NA,,,NA,C0226
"CSIR, Natl Inst Oceanog, Panaji 403004, Goa, India",15.459061,73.8051458,4,A1817
NA,,,NA,C0106
"UAS, Coll Agr, Dept Agr Extens, GKVK Campus, Bangaluru 560065, Karnataka, India",13.0300432,77.5878517,1,A1931
"St Louis Univ, Sch Med, 1402 South Grand Blvd, St Louis, MO 63104 USA",38.6224549,-90.2377947,1,A1722
"Publ Hlth Fdn India, Hlth Promot & Tobacco Control, Plot 47,Sect 44, Gurgaon 122002, India",28.453036,77.070532,1,A1722
"Publ Hlth Fdn India, Plot 47,Sect 44, Gurgaon 122002, India",28.453036,77.070532,1,A1722
"Johns Hopkins Univ, Dept Hlth Behav & Soc, 624 N Broadway, Baltimore, MD 21205 USA",39.3299013,-76.6205177,1,A1722
"Univ Florida, Inst Food & Agr Sci, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA",29.6471752,-82.3572678,2,A1692
"Univ Florida, Inst Food & Agr Sci, Soil & Water Sci Dept, Gainesville, FL 32611 USA",29.6469625,-82.345477,1,A1692
"Kerala Agr Univ, Dept Silviculture & Agroforestry, Trichur, Kerala, India",10.5448532,76.2863548,1,A1692
"CSIR, Natl Bot Res Inst, Plant Mol Biol & Genet Engn Div, Lucknow 226001, Uttar Pradesh, India",26.8537051,80.9484195,1,A2665
"CSIR, Natl Bot Res Inst, Plant Divers Systemat & Herbarium Div, Lucknow 226001, Uttar Pradesh, India",26.8537051,80.9484195,5,A2665
"Tripura Univ, Dept Forestry & Biodivers, Suryamaninagar, Agartala, Tripura, India",23.7640927,91.2603137,4,A2665
"Mizoram Univ, Dept Forestry, Aizawl, India",23.7332381,92.6654329,2,A2665
NA,,,NA,C0076
NA,,,3,A2792
NA,,,1,A2899
"Indian Sch Mines Univ, Dept Environm Sci & Engn, Dhanbad 826004, Jharkhand, India",23.8529508,86.4288534,3,A2663
NA,,,NA,C0190
"Shahid Beheshti Univ, GC, Fac Life Sci & Biotechnol, Dept Genet, Tehran 1983963113, Iran",35.7218583,51.3346954,2,A1692
"Shahid Beheshti Univ, GC, Fac Life Sci & Biotechnol, Dept Anim Sci, Tehran 1983963113, Iran",35.7218583,51.3346954,1,A1692
"IFSRI, POB 14155-6116, Tehran, Iran",35.7218583,51.3346954,1,A1692
"Indian Inst Remote Sensing, Dehra Dun 248001, Uttar Pradesh, India",27.5705886,80.0981869,2,A1692
"Indian Inst Technol, Roorkee 247667, Uttar Pradesh, India",29.8542626,77.8880002,1,A1692
"Natl Inst Technol, Raipur 492013, Madhya Pradesh, India",21.2127961,81.6089873,1,A1692
"Salim Ali Ctr Ornithol & Nat Hist SACON, Div Conservat Ecol, Coimbatore 641108, Tamil Nadu, India",11.0922502,76.7867807,2,A1692
"Sikkim Univ, Dept Zool, Tadong 737102, Gangtok, India",27.3087859,88.5879671,1,A1692
"Salim Ali Fdn, Trichur 680027, Kerala, India",10.4885286,76.2163418,1,A1692
"CSIR Natl Inst Oceanog CSIR NIO, Biol Oceanog Div BOD, Panaji 403004, Goa, India",15.459061,73.8051458,1,A0704
"Indian Inst Trop Meteorol, Ctr Climate Change Res, Pune 411008, Maharashtra, India",18.5378802,73.8048243,2,A1722
"Tezpur Univ, Dept Environm Sci, Tezpur 784028, India",26.7002961,92.8307601,1,A1722
"Univ Edinburgh, Sch Geosci, Edinburgh EH9 3FF, Midlothian, Scotland",55.8745653,-3.105353,1,A1722
"Savitribai Phule Pune Univ, Dept Atmospher & Space Sci, Pune 411007, Maharashtra, India",18.554021,73.8224091,1,A1722
"CSIR Natl Bot Res Inst, Plant Ecol & Climate Change Sci Div, Rana Pratap Marg, Lucknow 226001, Uttar Pradesh, India",26.8562834,80.948002,3,A1692
"Ctr Oceans Rivers Atmosphere & Land Sci, Indian Inst Technol Kharagpur, Kharagpur, W Bengal, India",22.34601,87.2319753,2,A1692
"Panjab Univ, UIET, Sect 25, Chandigarh, India",30.7480771,76.7571153,1,A1692
