index,date,site.name,plot.id,type,species,family,diameter_cm,basal.area_sq.cm,height_m,Remarks
1,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,8.6,58.09,7,None
2,15.11.2010,Hathure,1,FRAGMENT,Actinodaphne malabarica,Lauraceae,9.2,66.48,8,None
3,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.5,15.9,6,None
4,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,6,None
5,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,6,None
6,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,7,None
7,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,8,None
8,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,NA,cut/broken
9,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,NA,cut/broken
10,15.11.2010,Hathure,1,FRAGMENT,Chionanthus malabaricus,Oleaceae,7.6,45.36,7,None
11,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,7,38.48,7,None
12,15.11.2010,Hathure,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,5.4,22.9,8,None
13,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,6,None
14,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,3.5,9.62,6,None
15,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,7,None
16,15.11.2010,Hathure,1,FRAGMENT,NA,NA,5.4,22.9,5.5,None
17,15.11.2010,Hathure,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,18.1,257.3,6,None
18,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,7,None
19,15.11.2010,Hathure,1,FRAGMENT,Atalantia racemosa,Rutaceae,3.8,11.34,2.5,None
20,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,6,None
21,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,6,None
22,15.11.2010,Hathure,1,FRAGMENT,Syzygium Sp.,Myrtaceae,6,28.27,4,None
23,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,7.6,45.36,8,None
24,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,6,None
25,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,6.5,None
26,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,5.5,None
27,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.1,13.2,5,None
28,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4,None
29,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.5,44.18,7,None
30,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
31,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,5.5,None
32,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,7.3,41.85,NA,cut/broken
33,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,4.5,None
34,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,4.1,13.2,6,None
35,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,7.3,41.85,7,None
36,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,7,None
37,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,2.5,None
38,15.11.2010,Hathure,1,FRAGMENT,Chrysophyllum roxburdhii,Sapotaceae,4.8,18.1,8,None
39,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,4,None
40,15.11.2010,Hathure,1,FRAGMENT,Ficus hispida,Moraceae,5.1,20.43,7,None
41,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,6,None
42,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,5,None
43,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,4.5,15.9,6,None
44,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,6,None
45,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,2.5,None
46,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,9.5,70.88,7,None
47,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6.7,35.26,7,None
48,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,4,None
49,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,6.4,32.17,6,None
50,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,3.5,None
51,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.1,13.2,5.5,None
52,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,5.1,20.43,5.5,None
53,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,4,None
54,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,8,None
55,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,7,None
56,15.11.2010,Hathure,1,FRAGMENT,Mallotus philippensis,Euphorbiaceae,11.8,109.36,9.5,None
57,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,16.9,224.32,10,None
58,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,7.5,None
59,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,6,None
60,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,NA,cut/broken
61,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,NA,cut/broken
62,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,7,None
63,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,5,None
64,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,18.5,268.8,11,None
65,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,6,None
66,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3,None
67,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.8,11.34,5,None
68,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,10.8,91.61,11,None
69,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,12.4,120.76,7,None
70,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,4.5,None
71,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.5,15.9,5.5,None
72,15.11.2010,Hathure,1,FRAGMENT,Flacourtia montana,Flacourtiaceae,8,50.27,5.5,None
73,15.11.2010,Hathure,1,FRAGMENT,NA,NA,4.1,13.2,NA,cut/broken
74,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,6.4,32.17,7,None
75,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,10.2,81.71,8,None
76,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,4,None
77,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.8,11.34,3,None
78,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,6,28.27,5.5,None
79,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,5,None
80,15.11.2010,Hathure,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,3.2,8.04,4.5,None
81,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.3,41.85,6.5,None
82,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,5,None
83,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,NA,cut/broken
84,15.11.2010,Hathure,1,FRAGMENT,NA,NA,6.4,32.17,NA,cut/broken
85,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,8.5,None
86,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,12.1,114.99,10.5,None
87,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,4.1,13.2,3.5,None
88,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.8,11.34,3.5,None
89,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,15.3,183.85,10.5,None
90,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
91,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
92,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.5,9.62,3.5,None
93,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,NA,cut/broken
94,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,3,None
95,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,NA,cut/broken
96,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,NA,cut/broken
97,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,NA,cut/broken
98,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,4.5,None
99,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,7,None
100,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,NA,cut/broken
101,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6.7,35.26,9,None
102,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,5,None
103,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4,None
104,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,19.1,286.52,9.5,None
105,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8.6,58.09,NA,cut/broken
106,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,24.8,483.05,15.5,None
107,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,10.8,91.61,8.5,None
108,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
109,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3,None
110,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,9.5,70.88,7.5,None
111,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.8,18.1,2.5,None
112,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8.3,54.11,NA,cut/broken
113,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,5.4,22.9,NA,cut/broken
114,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,6,None
115,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,NA,cut/broken
116,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,3.8,11.34,3.5,None
117,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,11.8,109.36,9.5,None
118,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.5,15.9,6.5,None
119,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,5.1,20.43,NA,cut/broken
120,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,5.5,None
121,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,2.5,None
122,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,8,None
123,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,11.1,96.77,9,None
124,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.5,9.62,4.5,None
125,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,5.5,None
126,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,6,None
127,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.8,18.1,6,None
128,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,4,None
129,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,NA,cut/broken
130,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,NA,cut/broken
131,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,20.1,317.31,14,None
132,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8.3,54.11,10.5,None
133,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,3.8,11.34,3.5,None
134,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,9.5,None
135,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,5,None
136,15.11.2010,Hathure,1,FRAGMENT,NA,NA,3.8,11.34,NA,cut/broken
137,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,4.5,None
138,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,NA,cut/broken
139,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
140,15.11.2010,Hathure,1,FRAGMENT,Pongamia pinnata,Fabaceae,10.2,81.71,8.5,None
141,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
142,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,NA,cut/broken
143,15.11.2010,Hathure,1,FRAGMENT,Antidesma menasu,Euphorbiaceae,3.5,9.62,4.5,None
144,15.11.2010,Hathure,1,FRAGMENT,Vernonia monsis,Asteraceae,12.4,120.76,9.5,None
145,15.11.2010,Hathure,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,7,38.48,6,None
146,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.5,15.9,4,None
147,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,4,None
148,15.11.2010,Hathure,1,FRAGMENT,Antidesma menasu,Euphorbiaceae,17.2,232.35,9.5,None
149,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,56.3,2489.47,24,None
150,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,4,None
151,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
152,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,NA,cut/broken
153,15.11.2010,Hathure,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,8,50.27,8.5,None
154,15.11.2010,Hathure,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,6.4,32.17,6.5,None
155,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,8.9,62.21,10,None
156,15.11.2010,Hathure,1,FRAGMENT,Artocarpus integrifolius,Moraceae,48.1,1817.11,15,None
157,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,6.5,None
158,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.6,24.63,4,None
159,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,NA,cut/broken
160,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,14.3,160.61,NA,cut/broken
161,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,9.5,70.88,8.5,None
162,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6.4,32.17,NA,cut/broken
163,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.3,41.85,7.5,None
164,15.11.2010,Hathure,1,FRAGMENT,Canarium strictum,Burseraceae,38.5,1164.16,14.5,None
165,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,9.5,70.88,7,None
166,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,7.5,None
167,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,6.5,None
168,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,NA,cut/broken
169,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8.6,58.09,8,None
170,15.11.2010,Hathure,1,FRAGMENT,NA,NA,3.2,8.04,4,None
171,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,NA,cut/broken
172,15.11.2010,Hathure,1,FRAGMENT,Ficus hispida,Moraceae,11.1,96.77,8,None
173,15.11.2010,Hathure,1,FRAGMENT,Caryota urens,Arecaceae,8.9,62.21,4.5,None
174,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,3.5,9.62,3.5,None
175,15.11.2010,Hathure,1,FRAGMENT,Vernonia monsis,Asteraceae,15.9,198.56,8.5,None
176,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,52,2123.72,5.5,None
177,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,NA,cut/broken
178,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,7,None
179,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.3,41.85,7.5,None
180,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,6,None
181,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,3.5,None
182,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,NA,cut/broken
183,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,9,None
184,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,NA,cut/broken
185,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,7,None
186,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,NA,cut/broken
187,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.5,9.62,4.5,None
188,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,4,None
189,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,5.5,None
190,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
191,15.11.2010,Hathure,1,FRAGMENT,NA,NA,5.1,20.43,3,None
192,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,12.7,126.68,9,None
193,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,4,None
194,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,7,None
195,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8.3,54.11,8,None
196,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,7,38.48,7,None
197,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,7,None
198,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,NA,cut/broken
199,15.11.2010,Hathure,1,FRAGMENT,Leea indica,Leeaceae,4.1,13.2,4,None
200,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,3.5,9.62,NA,cut/broken
201,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,7,None
202,15.11.2010,Hathure,1,FRAGMENT,NA,NA,13.7,147.41,9,None
203,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,7.5,None
204,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,7.5,None
205,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,5,None
206,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.8,18.1,4,None
207,15.11.2010,Hathure,1,FRAGMENT,Cleidion spiciflorum,Euphorbiaceae,9.5,70.88,6,None
208,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,4.8,18.1,4.5,None
209,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,9.9,76.98,3.5,None
210,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,6,28.27,4,None
211,15.11.2010,Hathure,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,3.8,11.34,NA,cut/broken
212,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,7,None
213,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.8,11.34,3.5,None
214,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,18.5,268.8,10,None
215,15.11.2010,Hathure,1,FRAGMENT,Cleidion spiciflorum,Euphorbiaceae,4.1,13.2,4,None
216,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,4.5,None
217,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,6,None
218,15.11.2010,Hathure,1,FRAGMENT,Artocarpus integrifolius,Moraceae,4.1,13.2,5.5,None
219,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,6.5,None
220,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,45.2,1604.6,22,None
221,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,8,50.27,5.5,None
222,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,10.5,86.59,4,None
223,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,5.5,None
224,15.11.2010,Hathure,1,FRAGMENT,Cleidion spiciflorum,Euphorbiaceae,8.9,62.21,8.5,None
225,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,22.3,390.57,7.5,None
226,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,5,None
227,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.7,17.35,5,None
228,15.11.2010,Hathure,1,FRAGMENT,NA,NA,3.2,8.04,NA,cut/broken
229,15.11.2010,Hathure,1,FRAGMENT,Artocarpus integrifolius,Moraceae,41.4,1346.14,15,None
230,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,9.2,66.48,7,None
231,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,7,None
232,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8,50.27,7.5,None
233,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,63.7,3186.9,25,None
234,15.11.2010,Hathure,1,FRAGMENT,Chionanthus sp.,NA,5.1,20.43,5,None
235,15.11.2010,Hathure,1,FRAGMENT,Garcinia gummi-gutta,Clusiaceae,6,28.27,NA,cut/broken
236,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,12.4,120.76,6.5,None
237,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.8,11.34,4,None
238,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,9.5,70.88,6,None
239,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4,None
240,15.11.2010,Hathure,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,8.3,54.11,7,None
241,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4.5,None
242,15.11.2010,Hathure,1,FRAGMENT,NA,NA,25.5,510.71,8.5,None
243,15.11.2010,Hathure,1,FRAGMENT,Ixora nigricans,Rubiaceae,8.6,58.09,7,None
244,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,5,None
245,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8,50.27,7.5,None
246,15.11.2010,Hathure,1,FRAGMENT,Atalantia racemosa,Rutaceae,4.1,13.2,4,None
247,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,5.1,20.43,5.5,None
248,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,7,None
249,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,NA,cut/broken
250,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,5,None
251,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,5.1,20.43,3.5,None
252,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,39.5,1225.42,16,None
