index,date,site.name,plot.id,type,species,family,diameter_cm,basal.area_sq.cm,height_m,Remarks
5574,14.02.2011,Kedamullur,3,CONTROL,Otonephelum stipulaceum,Sapindaceae,6.7,35.26,7,None
5575,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,20.1,317.31,14,None
5576,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,12.7,126.68,12,None
5577,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,80.5,5089.58,27,None
5578,14.02.2011,Kedamullur,3,CONTROL,Myristica dactyloides,Myristicaceae,3.5,9.62,4,None
5579,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,17.5,240.53,12,None
5580,14.02.2011,Kedamullur,3,CONTROL,Polyalthia coffeoides,Annonaceae,3.8,11.34,4,None
5581,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,11.5,103.87,11,None
5582,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,12.1,114.99,14,None
5583,14.02.2011,Kedamullur,3,CONTROL,Diospyros Sp.,Ebenaceae,3.2,8.04,1.5,None
5584,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,21.6,366.44,9,None
5585,14.02.2011,Kedamullur,3,CONTROL,Holigarna ferruginea,Anacardiaceae,50.3,1987.13,24,None
5586,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,24.5,471.44,12,None
5587,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,22.9,411.87,12,None
5588,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,13.4,141.03,19,None
5589,14.02.2011,Kedamullur,3,CONTROL,NA,NA,3.8,11.34,4,None
5590,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,11.8,109.36,12,None
5591,14.02.2011,Kedamullur,3,CONTROL,Dimocarpus longan,Sapindaceae,47.7,1787.01,23,None
5592,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,21.6,366.44,15,None
5593,14.02.2011,Kedamullur,3,CONTROL,Polyalthia coffeoides,Annonaceae,9.5,70.88,10,None
5594,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,45.8,1647.48,7,None
5595,14.02.2011,Kedamullur,3,CONTROL,Ficus beddomei,Moraceae,45.8,1647.48,23,None
5596,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,3.8,11.34,6,None
5597,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,3.2,8.04,3,None
5598,14.02.2011,Kedamullur,3,CONTROL,Cleidion spiciflorum,Euphorbiaceae,42.3,1405.31,22,None
5599,14.02.2011,Kedamullur,3,CONTROL,Casearia wynadensis,Flacourtiaceae,3.5,9.62,4,None
5600,14.02.2011,Kedamullur,3,CONTROL,Mesua ferrea,Clusiaceae,3.5,9.62,4,None
5601,14.02.2011,Kedamullur,3,CONTROL,Dimocarpus longan,Sapindaceae,4.1,13.2,4,None
5602,14.02.2011,Kedamullur,3,CONTROL,Garcinia morella,Clusiaceae,7.3,41.85,8,None
5603,14.02.2011,Kedamullur,3,CONTROL,Dendrocnide sinuate,Urticaceae,6,28.27,10,None
5604,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,4.8,18.1,7,None
5605,14.02.2011,Kedamullur,3,CONTROL,Meiogyne ramarowii,Annonaceae,6.7,35.26,9,None
5606,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,5.4,22.9,12,None
5607,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,3.2,8.04,4,None
5608,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,12.4,120.76,18,None
5609,14.02.2011,Kedamullur,3,CONTROL,Polyalthia coffeoides,Annonaceae,8.9,62.21,11,None
5610,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,2,None
5611,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,15.6,191.13,17,None
5612,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,4.1,13.2,7,None
5613,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8.6,58.09,6,None
5614,14.02.2011,Kedamullur,3,CONTROL,Paracroton pendulus,Euphorbiaceae,17.5,240.53,15,None
5615,14.02.2011,Kedamullur,3,CONTROL,Garcinia gummi-gutta,Clusiaceae,28.6,642.42,23,None
5616,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,12.4,120.76,14,None
5617,14.02.2011,Kedamullur,3,CONTROL,Persea macrantha,Lauraceae,3.8,11.34,3,None
5618,14.02.2011,Kedamullur,3,CONTROL,Euonymus indicus,Celastraceae,27.4,589.65,14,None
5619,14.02.2011,Kedamullur,3,CONTROL,Gomphandra tetrandra,Icacinaceae,3.5,9.62,3,None
5620,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,15.9,198.56,8,None
5621,14.02.2011,Kedamullur,3,CONTROL,Meiogyne ramarowii,Annonaceae,8.6,58.09,8,None
5622,14.02.2011,Kedamullur,3,CONTROL,Euonymus indicus,Celastraceae,6.4,32.17,9,None
5623,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,21.9,376.68,18,None
5624,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,13.4,141.03,11,None
5625,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,11.1,96.77,8,None
5626,14.02.2011,Kedamullur,3,CONTROL,Holigarna ferruginea,Anacardiaceae,13.7,147.41,8,None
5627,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,82.8,5384.56,35,None
5628,14.02.2011,Kedamullur,3,CONTROL,Aphanamixis polystachya,Meliaceae,3.5,9.62,7,None
5629,14.02.2011,Kedamullur,3,CONTROL,Myristica dactyloides,Myristicaceae,50.9,2034.82,20,None
5630,14.02.2011,Kedamullur,3,CONTROL,Dimocarpus longan,Sapindaceae,43,1452.2,20,None
5631,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,13.4,141.03,13,None
5632,14.02.2011,Kedamullur,3,CONTROL,Garcinia gummi-gutta,Clusiaceae,8,50.27,14,None
5633,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,5,None
5634,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,11.5,103.87,15,None
5635,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,25.5,510.71,21,None
5636,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,8,50.27,10,None
5637,14.02.2011,Kedamullur,3,CONTROL,Euonymus indicus,Celastraceae,11.8,109.36,8,None
5638,14.02.2011,Kedamullur,3,CONTROL,Myristica dactyloides,Myristicaceae,3.5,9.62,2,None
5639,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8.6,58.09,8,None
5640,14.02.2011,Kedamullur,3,CONTROL,Xanthophyllum flavescens,Xanthophyllaceae,4.1,13.2,5,None
5641,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6.7,35.26,8,None
5642,14.02.2011,Kedamullur,3,CONTROL,Mesua ferrea,Clusiaceae,4.5,15.9,7,None
5643,14.02.2011,Kedamullur,3,CONTROL,Garcinia morella,Clusiaceae,4.8,18.1,6,None
5644,14.02.2011,Kedamullur,3,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8,50.27,9,None
5645,14.02.2011,Kedamullur,3,CONTROL,Calophyllum polyanthum,Clusiaceae,7.6,45.36,11,None
5646,14.02.2011,Kedamullur,3,CONTROL,Diospyros Sp.,Ebenaceae,9.9,76.98,6,None
5647,14.02.2011,Kedamullur,3,CONTROL,Syzygium laetum,Myrtaceae,8.9,62.21,8,None
5648,14.02.2011,Kedamullur,3,CONTROL,Palaquium ellipticum,Sapotaceae,29.3,674.26,24,None
5649,14.02.2011,Kedamullur,3,CONTROL,Otonephelum stipulaceum,Sapindaceae,4.8,18.1,5,None
5650,14.02.2011,Kedamullur,3,CONTROL,Xanthophyllum flavescens,Xanthophyllaceae,3.5,9.62,6,None
5651,14.02.2011,Kedamullur,3,CONTROL,Garcinia gummi-gutta,Clusiaceae,55.1,2384.48,17,None
5652,14.02.2011,Kedamullur,3,CONTROL,Myristica dactyloides,Myristicaceae,8,50.27,8,None
5653,14.02.2011,Kedamullur,3,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,20.1,317.31,16,None
5654,14.02.2011,Kedamullur,3,CONTROL,Sterculia guttata,Sterculiaceae,3.5,9.62,1.5,None
5655,14.02.2011,Kedamullur,4,CONTROL,Myristica dactyloides,Myristicaceae,21,346.36,10,None
5656,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,17.5,240.53,10,None
5657,14.02.2011,Kedamullur,4,CONTROL,Palaquium ellipticum,Sapotaceae,40.4,1281.9,25,None
5658,14.02.2011,Kedamullur,4,CONTROL,Diospyros Sp.,Ebenaceae,39.8,1244.1,25,None
5659,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,14.3,160.61,8,None
5660,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,20.1,317.31,17,None
5661,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,20.7,336.54,12,None
5662,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,15,176.71,9,None
5663,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,30.2,716.31,19,None
5664,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6,28.27,5,None
5665,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,1,None
5666,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6.7,35.26,1,None
5667,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,16.2,206.12,9,None
5668,14.02.2011,Kedamullur,4,CONTROL,Myristica dactyloides,Myristicaceae,19.4,295.59,15,None
5669,14.02.2011,Kedamullur,4,CONTROL,Syzygium gardneri,Myrtaceae,44.6,1562.28,28,None
5670,14.02.2011,Kedamullur,4,CONTROL,Casearia wynadensis,Flacourtiaceae,3.5,9.62,4,None
5671,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,1.2,None
5672,14.02.2011,Kedamullur,4,CONTROL,NA,NA,42,1385.44,25,None
5673,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.3,41.85,2,None
5674,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.1,13.2,1,None
5675,14.02.2011,Kedamullur,4,CONTROL,Beilschmiedia dalzellii,Lauraceae,22,380.13,20,None
5676,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6,28.27,2,None
5677,14.02.2011,Kedamullur,4,CONTROL,Syzygium laetum,Myrtaceae,3.5,9.62,2.5,None
5678,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,3.2,8.04,4,None
5679,14.02.2011,Kedamullur,4,CONTROL,Gomphandra tetrandra,Icacinaceae,4.5,15.9,1,None
5680,14.02.2011,Kedamullur,4,CONTROL,Mallotus aureopunctapus,Euphorbiaceae,5.1,20.43,2,None
5681,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.6,45.36,8,None
5682,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,2.5,None
5683,14.02.2011,Kedamullur,4,CONTROL,Palaquium ellipticum,Sapotaceae,31.8,794.23,20,None
5684,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,18.1,257.3,16,None
5685,14.02.2011,Kedamullur,4,CONTROL,Dillenia pentagyna,Dilleniaceae,28,615.75,17,None
5686,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,9.2,66.48,5,None
5687,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,3.8,11.34,3,None
5688,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,22.3,390.57,17,None
5689,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.6,45.36,4.5,None
5690,14.02.2011,Kedamullur,4,CONTROL,Litsea Sp.,Lauraceae,3.5,9.62,4,None
5691,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,9.5,70.88,7,None
5692,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,12.7,126.68,9,None
5693,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,5.7,25.52,6,None
5694,14.02.2011,Kedamullur,4,CONTROL,NA,NA,6,28.27,9,None
5695,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,18.5,268.8,16,None
5696,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.6,45.36,9,None
5697,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,7,38.48,10,None
5698,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,3.8,11.34,5,None
5699,14.02.2011,Kedamullur,4,CONTROL,Euodia lunu-ankenda,Rutaceae,14.3,160.61,14,None
5700,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,16.4,211.24,12,None
5701,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,8,50.27,13,None
5702,14.02.2011,Kedamullur,4,CONTROL,Mallotus philippensis,Euphorbiaceae,9.9,76.98,11,None
5703,14.02.2011,Kedamullur,4,CONTROL,Polyalthia coffeoides,Annonaceae,3.2,8.04,3,None
5704,14.02.2011,Kedamullur,4,CONTROL,Syzygium laetum,Myrtaceae,17.1,229.66,14,None
5705,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6.7,35.26,6,None
5706,14.02.2011,Kedamullur,4,CONTROL,Ficus nervosa,Moraceae,43,1452.2,18,None
5707,14.02.2011,Kedamullur,4,CONTROL,Mallotus philippensis,Euphorbiaceae,4.5,15.9,6,None
5708,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,7.6,45.36,10,None
5709,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,7,38.48,9,None
5710,14.02.2011,Kedamullur,4,CONTROL,Trewia nudiflora,Euphorbiaceae,21.6,366.44,17,None
5711,14.02.2011,Kedamullur,4,CONTROL,Dendrocnide sinuate,Urticaceae,14.3,160.61,7,None
5712,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,3.8,11.34,5,None
5713,14.02.2011,Kedamullur,4,CONTROL,Mallotus philippensis,Euphorbiaceae,3.8,11.34,5,None
5714,14.02.2011,Kedamullur,4,CONTROL,Actinodaphne malabarica,Lauraceae,49.8,1947.82,17,None
5715,14.02.2011,Kedamullur,4,CONTROL,Apodytes beddomei,Icacinaceae,31.2,764.54,22,None
5716,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6.4,32.17,7,None
5717,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,7.3,41.85,13,None
5718,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,5.1,20.43,7,None
5719,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6,28.27,6,None
5720,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8,50.27,9,None
5721,14.02.2011,Kedamullur,4,CONTROL,Mesua ferrea,Clusiaceae,8.9,62.21,13,None
5722,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8.9,62.21,12,None
5723,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6,28.27,8,None
5724,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8,50.27,13,None
5725,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,3.5,9.62,5,None
5726,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.3,41.85,11,None
5727,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,5.2,21.24,6,None
5728,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,3.8,11.34,5,None
5729,14.02.2011,Kedamullur,4,CONTROL,Mesua ferrea,Clusiaceae,8.3,54.11,9,None
5730,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.6,45.36,8,None
5731,14.02.2011,Kedamullur,4,CONTROL,Holigarna ferruginea,Anacardiaceae,3.8,11.34,8,None
5732,14.02.2011,Kedamullur,4,CONTROL,Persea macrantha,Lauraceae,13.4,141.03,14,None
5733,14.02.2011,Kedamullur,4,CONTROL,Nothopegia beddomei,Anacardiaceae,13.7,147.41,10,None
5734,14.02.2011,Kedamullur,4,CONTROL,Ficus nervosa,Moraceae,82.4,5332.67,24,None
5735,14.02.2011,Kedamullur,4,CONTROL,Litsea laevigata,Lauraceae,4.8,18.1,4,None
5736,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,4.1,13.2,7,None
5737,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,2,None
5738,14.02.2011,Kedamullur,4,CONTROL,Acrocarpus fraxinifolius,Fabaceae,9.2,66.48,13,None
5739,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,6.4,32.17,5,None
5740,14.02.2011,Kedamullur,4,CONTROL,Calophyllum polyanthum,Clusiaceae,15.9,198.56,19,None
5741,14.02.2011,Kedamullur,4,CONTROL,Euodia lunu-ankenda,Rutaceae,13.1,134.78,16,None
5742,14.02.2011,Kedamullur,4,CONTROL,Glochidion malabaricum,Euphorbiaceae,6,28.27,7,None
5743,14.02.2011,Kedamullur,4,CONTROL,Sterculia guttata,Sterculiaceae,35,962.11,22,None
5744,14.02.2011,Kedamullur,4,CONTROL,Leea indica,Leeaceae,3.2,8.04,3,None
5745,14.02.2011,Kedamullur,4,CONTROL,Callicarpa tomentosa,Verbenaceae,6.7,35.26,10,None
5746,14.02.2011,Kedamullur,4,CONTROL,Mesua ferrea,Clusiaceae,9.2,66.48,12,None
5747,14.02.2011,Kedamullur,4,CONTROL,Callicarpa tomentosa,Verbenaceae,3.8,11.34,7,None
5748,14.02.2011,Kedamullur,4,CONTROL,Syzygium laetum,Myrtaceae,3.8,11.34,5,None
5749,14.02.2011,Kedamullur,4,CONTROL,Syzygium laetum,Myrtaceae,4.1,13.2,4,None
5750,14.02.2011,Kedamullur,4,CONTROL,Macaranga peltata,Euphorbiaceae,12.7,126.68,16,None
5751,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.1,13.2,5,None
5752,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,7,38.48,10,None
5753,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,3.5,9.62,4,None
5754,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8.3,54.11,10,None
5755,14.02.2011,Kedamullur,4,CONTROL,Casearia wynadensis,Flacourtiaceae,3.8,11.34,6,None
5756,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,5.4,22.9,7,None
5757,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.2,40.72,6,None
5758,14.02.2011,Kedamullur,4,CONTROL,Harpullia arborea,Sapindaceae,3.8,11.34,7,None
5759,14.02.2011,Kedamullur,4,CONTROL,Cryptocarya bourdillonii,Lauraceae,10.5,86.59,12,None
5760,14.02.2011,Kedamullur,4,CONTROL,Callicarpa tomentosa,Verbenaceae,8.6,58.09,9,None
5761,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,5.4,22.9,7,None
5762,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,8,50.27,9,None
5763,14.02.2011,Kedamullur,4,CONTROL,Macaranga peltata,Euphorbiaceae,12.4,120.76,16,None
5764,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,24.8,483.05,15,None
5765,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,11.5,103.87,10,None
5766,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,5.4,22.9,5,None
5767,14.02.2011,Kedamullur,4,CONTROL,Leea indica,Leeaceae,9.5,70.88,8,None
5768,14.02.2011,Kedamullur,4,CONTROL,Garcinia morella,Clusiaceae,3.8,11.34,4,None
5769,14.02.2011,Kedamullur,4,CONTROL,Holigarna sp.,NA,8.3,54.11,11,None
5770,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,7,38.48,10,None
5771,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,7,38.48,12,None
5772,14.02.2011,Kedamullur,4,CONTROL,Elaeocarpus serratus,Elaeocarpaceae,35.7,1000.98,19,None
5773,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,5.1,20.43,6,None
5774,14.02.2011,Kedamullur,4,CONTROL,Sterculia guttata,Sterculiaceae,13,132.73,12,None
5775,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,3.2,8.04,2,None
5776,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.3,14.52,4,None
5777,14.02.2011,Kedamullur,4,CONTROL,Callicarpa tomentosa,Verbenaceae,7.6,45.36,7,None
5778,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,4.1,13.2,4,None
5779,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,10.2,81.71,10,None
5780,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.3,41.85,2,None
5781,14.02.2011,Kedamullur,4,CONTROL,Turpinia malabarica,Staphyleaceae,17.5,240.53,12,None
5782,14.02.2011,Kedamullur,4,CONTROL,Syzygium laetum,Myrtaceae,6.4,32.17,7,None
5783,14.02.2011,Kedamullur,4,CONTROL,Garcinia morella,Clusiaceae,5.4,22.9,7,None
5784,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,34.1,913.27,18,None
5785,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,6.4,32.17,9,None
5786,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,30.6,735.42,18,None
5787,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,8,50.27,13,None
5788,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,9.9,76.98,13,None
5789,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8,50.27,2,None
5790,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,25.7,518.75,17,None
5791,14.02.2011,Kedamullur,4,CONTROL,Otonephelum stipulaceum,Sapindaceae,6.4,32.17,5,None
5792,14.02.2011,Kedamullur,4,CONTROL,Mallotus philippensis,Euphorbiaceae,3.2,8.04,4,None
5793,14.02.2011,Kedamullur,4,CONTROL,NA,NA,60.5,2874.75,26,None
5794,14.02.2011,Kedamullur,4,CONTROL,Dimocarpus longan,Sapindaceae,3.8,11.34,4,None
5795,14.02.2011,Kedamullur,4,CONTROL,Leea indica,Leeaceae,9.2,66.48,10,None
5796,14.02.2011,Kedamullur,4,CONTROL,Holigarna ferruginea,Anacardiaceae,28,615.75,22,None
5797,14.02.2011,Kedamullur,4,CONTROL,Diospyros Sp.,Ebenaceae,3.8,11.34,3,None
5798,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,11.8,109.36,2,None
5799,14.02.2011,Kedamullur,4,CONTROL,Knema attenuata,Myristicaceae,3.8,11.34,4,None
5800,14.02.2011,Kedamullur,4,CONTROL,Cleidion spiciflorum,Euphorbiaceae,13.4,141.03,13,None
5801,14.02.2011,Kedamullur,4,CONTROL,Diospyros Sp.,Ebenaceae,5.1,20.43,5,None
5802,14.02.2011,Kedamullur,4,CONTROL,Gomphandra tetrandra,Icacinaceae,5.4,22.9,13,None
5803,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,8.6,58.09,8,None
5804,14.02.2011,Kedamullur,4,CONTROL,Reinwardtiodendron anaimalaiense,Meliaceae,5,19.63,5,None
5805,14.02.2011,Kedamullur,4,CONTROL,Drypetes elata,Euphorbiaceae,23.9,448.63,20,None
5806,14.02.2011,Kedamullur,4,CONTROL,Antidesma menasu,Euphorbiaceae,9.5,70.88,9,None
5807,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.8,18.1,7,None
5808,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,4.1,13.2,4,None
5809,14.02.2011,Kedamullur,4,CONTROL,Myristica dactyloides,Myristicaceae,3.2,8.04,3,None
5810,14.02.2011,Kedamullur,4,CONTROL,Humboldtia brunonis,Fabaceae-caesalpinioidea,7.9,49.02,6,None
5811,14.02.2011,Kedamullur,4,CONTROL,Mallotus aureopunctapus,Euphorbiaceae,3.5,9.62,4,None
